ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,PHONE,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE
10413,22,100,1,3387.78,Shipped,2,5,2005,Classic Cars,173,S12_3891,2035552570,Bridgewater,CT,97562,USA,NA,King,Julie,Medium
10108,39,89.38,7,3485.82,Shipped,1,3,2003,Classic Cars,79,S12_3990,+63 2 555 3587,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10122,32,63.84,11,2042.88,Shipped,2,5,2003,Classic Cars,79,S12_3990,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
10135,24,75.01,8,1800.24,Shipped,3,7,2003,Classic Cars,79,S12_3990,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10147,21,63.84,8,1340.64,Shipped,3,9,2003,Classic Cars,79,S12_3990,6175558555,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Small
10159,24,73.42,3,1762.08,Shipped,4,10,2003,Classic Cars,79,S12_3990,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Small
10169,36,63.84,3,2298.24,Shipped,4,11,2003,Classic Cars,79,S12_3990,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10181,20,81.4,15,1628,Shipped,4,11,2003,Classic Cars,79,S12_3990,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Small
10191,30,64.64,4,1939.2,Shipped,4,11,2003,Classic Cars,79,S12_3990,0221-5554327,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small
10203,44,82.99,9,3651.56,Shipped,4,12,2003,Classic Cars,79,S12_3990,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10211,28,92.57,3,2591.96,Shipped,1,1,2004,Classic Cars,79,S12_3990,(1) 47.55.6555,Paris,,75016,France,EMEA,Perrier,Dominique,Small
10225,37,77.41,10,2864.17,Shipped,1,2,2004,Classic Cars,79,S12_3990,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small
10238,20,74.21,4,1484.2,Shipped,2,4,2004,Classic Cars,79,S12_3990,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Small
10253,25,90.17,14,2254.25,Cancelled,2,6,2004,Classic Cars,79,S12_3990,(171) 555-2282,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Small
10266,35,76.61,15,2681.35,Shipped,3,7,2004,Classic Cars,79,S12_3990,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10276,38,83.79,4,3184.02,Shipped,3,8,2004,Classic Cars,79,S12_3990,6175557555,Brickhaven,MA,58339,USA,NA,Barajas,Miguel,Medium
10287,41,69.43,13,2846.63,Shipped,3,8,2004,Classic Cars,79,S12_3990,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small
10300,22,76.61,6,1685.42,Shipped,4,10,2003,Classic Cars,79,S12_3990,+49 69 66 90 2555,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small
10310,49,81.4,11,3988.6,Shipped,4,10,2004,Classic Cars,79,S12_3990,0221-5554327,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10320,38,73.42,4,2789.96,Shipped,4,11,2004,Classic Cars,79,S12_3990,0921-12 3555,Lule,,S-958 22,Sweden,EMEA,Berglund,Christina,Small
10329,33,100,14,3607.56,Shipped,4,11,2004,Classic Cars,79,S12_3990,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Medium
10341,36,93.56,10,3368.16,Shipped,4,11,2004,Classic Cars,79,S12_3990,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10363,34,81.62,5,2775.08,Shipped,1,1,2005,Classic Cars,79,S12_3990,+358 9 8045 555,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10377,24,67.83,5,1627.92,Shipped,1,2,2005,Classic Cars,79,S12_3990,90-224 8555,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Small
10389,36,70.26,7,2529.36,Shipped,1,3,2005,Classic Cars,79,S12_3990,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Small
10419,34,90.17,14,3065.78,Shipped,2,5,2005,Classic Cars,79,S12_3990,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10104,41,100,9,4615.78,Shipped,1,1,2003,Trucks and Buses,118,S12_4473,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10115,46,100,5,5723.78,Shipped,2,4,2003,Trucks and Buses,118,S12_4473,2125558493,NYC,NY,10022,USA,NA,Hernandez,Maria,Medium
10127,24,100,11,2559.6,Shipped,2,6,2003,Trucks and Buses,118,S12_4473,2125557413,NYC,NY,10022,USA,NA,Young,Jeff,Small
10141,21,100,5,2140.11,Shipped,3,8,2003,Trucks and Buses,118,S12_4473,+358 9 8045 555,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Small
10151,24,100,3,3327.6,Shipped,3,9,2003,Trucks and Buses,118,S12_4473,981-443655,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Medium
10165,48,100,12,6825.6,Shipped,4,10,2003,Trucks and Buses,118,S12_4473,+65 221 7555,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10175,26,100,1,3543.28,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,(171) 555-0297,London,,WX3 6FW,UK,EMEA,Brown,Ann,Medium
10184,37,100,6,4516.22,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,(95) 555 82 82,Sevilla,,41101,Spain,EMEA,Roel,Jose Pedro,Medium
10195,49,100,6,6445.46,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,9145554562,White Plains,NY,24067,USA,NA,Frick,Steve,Medium
10207,34,99.54,7,3384.36,Shipped,4,12,2003,Trucks and Buses,118,S12_4473,6175552555,Boston,MA,51003,USA,NA,Franco,Valarie,Medium
10219,48,100,2,4891.68,Shipped,1,2,2004,Trucks and Buses,118,S12_4473,4155554312,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10229,36,100,1,4521.96,Shipped,1,3,2004,Trucks and Buses,118,S12_4473,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10246,46,100,5,5069.66,Shipped,2,5,2004,Trucks and Buses,118,S12_4473,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10259,46,100,4,6541.2,Shipped,2,6,2004,Trucks and Buses,118,S12_4473,+65 224 1555,Singapore,,69045,Singapore,APAC,Victorino,Wendy,Medium
10271,31,97.17,5,3012.27,Shipped,3,7,2004,Trucks and Buses,118,S12_4473,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10281,41,100,1,5247.18,Shipped,3,8,2004,Trucks and Buses,118,S12_4473,2155551555,Allentown,PA,70267,USA,NA,Yu,Kyung,Medium
10292,21,100,8,2214.87,Shipped,3,9,2004,Trucks and Buses,118,S12_4473,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10305,38,100,5,4773.18,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,6175558555,Cambridge,MA,51247,USA,NA,Hernandez,Marta,Medium
10314,45,100,14,6185.7,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,86 21 3555,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10324,26,58.38,7,1517.88,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,2125551500,NYC,NY,10022,USA,NA,Frick,Michael,Small
10336,38,100,3,6372.6,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,(1) 42.34.2555,Paris,,75012,France,EMEA,Bertrand,Marie,Medium
10349,48,100,9,5232.96,Shipped,4,12,2004,Trucks and Buses,118,S12_4473,2125557413,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10358,42,64.16,9,2694.72,Shipped,4,12,2004,Trucks and Buses,118,S12_4473,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Small
10371,49,35.71,4,1749.79,Shipped,1,1,2005,Trucks and Buses,118,S12_4473,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10382,32,66.58,13,2130.56,Shipped,1,2,2005,Trucks and Buses,118,S12_4473,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10412,54,100,5,5951.34,Shipped,2,5,2005,Trucks and Buses,118,S12_4473,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10425,33,100,4,4692.6,In Process,2,5,2005,Trucks and Buses,118,S12_4473,40.67.8555,Nantes,,44000,France,EMEA,Labrune,Janine,Medium
10108,36,100,3,3731.04,Shipped,1,3,2003,Classic Cars,115,S12_4675,+63 2 555 3587,Makati City,,1227 MM,Philippines,Japan,Cruz,Arnold,Medium
10122,20,100,7,2142,Shipped,2,5,2003,Classic Cars,115,S12_4675,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Small
10135,29,97.89,4,2838.81,Shipped,3,7,2003,Classic Cars,115,S12_4675,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10147,33,97.89,4,3230.37,Shipped,3,9,2003,Classic Cars,115,S12_4675,6175558555,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Medium
10160,50,100,5,5182,Shipped,4,10,2003,Classic Cars,115,S12_4675,2155554369,Los Angeles,CA,,USA,NA,Chandler,Michael,Medium
10170,41,100,3,4391.1,Shipped,4,11,2003,Classic Cars,115,S12_4675,7675-3555,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
10181,36,100,11,4477.32,Shipped,4,11,2003,Classic Cars,115,S12_4675,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10192,27,100,16,3544.56,Shipped,4,11,2003,Classic Cars,115,S12_4675,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10203,47,100,5,5195.85,Shipped,4,12,2003,Classic Cars,115,S12_4675,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10212,33,100,15,4180.44,Shipped,1,1,2004,Classic Cars,115,S12_4675,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10225,21,100,6,2684.43,Shipped,1,2,2004,Classic Cars,115,S12_4675,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small
10239,21,93.28,5,1958.88,Shipped,2,4,2004,Classic Cars,115,S12_4675,981-443655,Oulu,,90110,Finland,EMEA,Koskitalo,Pirkko,Small
10253,41,100,10,4910.57,Cancelled,2,6,2004,Classic Cars,115,S12_4675,(171) 555-2282,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266,40,100,11,4468.4,Shipped,3,7,2004,Classic Cars,115,S12_4675,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Medium
10277,28,100,1,3127.88,Shipped,3,8,2004,Classic Cars,115,S12_4675,+65 221 7555,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10287,23,100,9,2675.13,Shipped,3,8,2004,Classic Cars,115,S12_4675,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Small
10300,23,100,2,2807.61,Shipped,4,10,2003,Classic Cars,115,S12_4675,+49 69 66 90 2555,Frankfurt,,60528,Germany,EMEA,Keitel,Roland,Small
10310,25,100,7,2504.75,Shipped,4,10,2004,Classic Cars,115,S12_4675,0221-5554327,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Small
10321,24,100,15,2984.88,Shipped,4,11,2004,Classic Cars,115,S12_4675,5085552555,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Small
10329,39,64.74,15,2524.86,Shipped,4,11,2004,Classic Cars,115,S12_4675,2125557818,NYC,NY,10022,USA,NA,Yu,Kwai,Small
10341,55,75.2,7,4136,Shipped,4,11,2004,Classic Cars,115,S12_4675,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10363,46,88.45,6,4068.7,Shipped,1,1,2005,Classic Cars,115,S12_4675,+358 9 8045 555,Espoo,,FIN-02271,Finland,EMEA,Suominen,Kalle,Medium
10377,50,100,1,5182,Shipped,1,2,2005,Classic Cars,115,S12_4675,90-224 8555,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
10389,47,100,8,5243.79,Shipped,1,3,2005,Classic Cars,115,S12_4675,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10405,97,93.28,5,9048.16,Shipped,2,4,2005,Classic Cars,115,S12_4675,88.60.1555,Strasbourg,,67000,France,EMEA,Citeaux,Frederique,Large
10419,32,100,10,3832.64,Shipped,2,5,2005,Classic Cars,115,S12_4675,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10103,35,100,10,3920,Shipped,1,1,2003,Trucks and Buses,116,S18_1097,07-98 9555,Stavern,,4110,Norway,EMEA,Bergulfsen,Jonas,Medium
10113,49,100,4,4916.66,Shipped,1,3,2003,Trucks and Buses,116,S18_1097,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10126,38,100,10,3857,Shipped,2,5,2003,Trucks and Buses,116,S18_1097,(91) 555 22 82,Madrid,,28023,Spain,EMEA,Sommer,Mart¡n,Medium
10140,32,100,10,4181.44,Shipped,3,7,2003,Trucks and Buses,116,S18_1097,6505556809,Burlingame,CA,94217,USA,NA,Hirano,Juri,Medium
10150,34,100,7,4641,Shipped,3,9,2003,Trucks and Buses,116,S18_1097,+65 221 7555,Singapore,,79903,Singapore,Japan,Natividad,Eric,Medium
10164,36,99.17,8,3570.12,Resolved,4,10,2003,Trucks and Buses,116,S18_1097,7675-3555,Graz,,8010,Austria,EMEA,Mendel,Roland,Medium
10174,48,93.34,3,4480.32,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,61-7-3844-6555,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony,Medium
10183,21,96.84,7,2033.64,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,2155554695,Philadelphia,PA,71270,USA,NA,Cervantes,Francisca,Small
10194,21,93.34,10,1960.14,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Small
10206,34,100,5,3966.78,Shipped,4,12,2003,Trucks and Buses,116,S18_1097,(604) 555-3392,Vancouver,BC,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium
10215,46,100,2,5152,Shipped,1,1,2004,Trucks and Buses,116,S18_1097,3105553722,Burbank,CA,94019,USA,NA,Thompson,Steve,Medium
10228,32,100,1,3360,Shipped,1,3,2004,Trucks and Buses,116,S18_1097,6175555555,Cambridge,MA,51247,USA,NA,Tseng,Kyung,Medium
10245,29,100,8,3451,Shipped,2,5,2004,Trucks and Buses,116,S18_1097,2035559545,New Haven,CT,97823,USA,NA,Murphy,Leslie,Medium
10258,41,100,5,5453,Shipped,2,6,2004,Trucks and Buses,116,S18_1097,+81 3 3584 0555,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko,Medium
10270,43,96.84,8,4164.12,Shipped,3,7,2004,Trucks and Buses,116,S18_1097,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10280,24,100,1,2800.08,Shipped,3,8,2004,Trucks and Buses,116,S18_1097,011-4988555,Torino,,10100,Italy,EMEA,Accorti,Paolo,Small
10291,41,100,10,4687.94,Shipped,3,9,2004,Trucks and Buses,116,S18_1097,0695-34 6555,Boras,,S-844 67,Sweden,EMEA,Larsson,Maria,Medium
10304,46,98,5,4508,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,30.59.8555,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
10312,32,100,2,4181.44,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10322,22,100,10,2251.04,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Small
10333,29,40.25,7,1167.25,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,6505555787,San Francisco,CA,,USA,NA,Murphy,Julie,Small
10347,42,49.6,5,2083.2,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Small
10357,39,98,1,3822,Shipped,4,12,2004,Trucks and Buses,116,S18_1097,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10370,27,100,1,3911.49,Shipped,1,1,2005,Trucks and Buses,116,S18_1097,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Medium
10381,48,98,2,4704,Shipped,1,2,2005,Trucks and Buses,116,S18_1097,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10391,29,85.1,10,2467.9,Shipped,1,3,2005,Trucks and Buses,116,S18_1097,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10411,27,100,8,3213,Shipped,2,5,2005,Trucks and Buses,116,S18_1097,(514) 555-8054,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium
10424,54,100,5,7182,In Process,2,5,2005,Trucks and Buses,116,S18_1097,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Large
10109,26,100,4,4379.18,Shipped,1,3,2003,Classic Cars,141,S18_1129,2155559857,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10122,34,100,2,5004.8,Shipped,2,5,2003,Classic Cars,141,S18_1129,91.24.4555,Marseille,,13008,France,EMEA,Lebihan,Laurence,Medium
10136,25,100,2,3644.75,Shipped,3,7,2003,Classic Cars,141,S18_1129,61.77.6555,Toulouse,,31000,France,EMEA,Roulet,Annette,Medium
10148,23,100,13,2702.04,Shipped,3,9,2003,Classic Cars,141,S18_1129,02 9936 8555,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna,Small
10161,28,100,12,3764.88,Shipped,4,10,2003,Classic Cars,141,S18_1129,86 21 3555,Aaarhus,,8200,Denmark,EMEA,Ibsen,Palle,Medium
10171,35,100,2,4508,Shipped,4,11,2003,Classic Cars,141,S18_1129,(514) 555-8054,Montreal,Quebec,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium
10181,44,100,6,5418.16,Shipped,4,11,2003,Classic Cars,141,S18_1129,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10192,22,100,11,3300.66,Shipped,4,11,2003,Classic Cars,141,S18_1129,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10204,42,100,17,6182.4,Shipped,4,12,2003,Classic Cars,141,S18_1129,2125557413,NYC,NY,10022,USA,NA,Young,Jeff,Medium
10212,29,100,10,4186.73,Shipped,1,1,2004,Classic Cars,141,S18_1129,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10225,32,100,1,4529.28,Shipped,1,2,2004,Classic Cars,141,S18_1129,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10240,41,100,3,5628.89,Shipped,2,4,2004,Classic Cars,141,S18_1129,+81 06 6342 5555,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory,Medium
10253,26,100,5,3054.48,Cancelled,2,6,2004,Classic Cars,141,S18_1129,(171) 555-2282,Liverpool,,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium
10266,21,100,6,2526.51,Shipped,3,7,2004,Classic Cars,141,S18_1129,0522-556555,Reggio Emilia,,42100,Italy,EMEA,Moroni,Maurizio,Small
10278,34,100,6,4667.86,Shipped,3,8,2004,Classic Cars,141,S18_1129,7025551838,Las Vegas,NV,83030,USA,NA,King,Sue,Medium
10287,41,100,4,6499.32,Shipped,3,8,2004,Classic Cars,141,S18_1129,0897-034555,Gensve,,1203,Switzerland,EMEA,Holz,Michael,Medium
10301,37,100,8,5917.78,Shipped,4,10,2003,Classic Cars,141,S18_1129,+47 2212 1555,Oslo,,N 0106,Norway,EMEA,Klaeboe,Jan,Medium
10310,37,100,2,6231.91,Shipped,4,10,2004,Classic Cars,141,S18_1129,0221-5554327,Koln,,50739,Germany,EMEA,Pfalzheim,Henriette,Medium
10321,41,100,10,5803.14,Shipped,4,11,2004,Classic Cars,141,S18_1129,5085552555,New Bedford,MA,50553,USA,NA,Benitez,Violeta,Medium
10331,46,100,6,6434.02,Shipped,4,11,2004,Classic Cars,141,S18_1129,2155559857,Philadelphia,PA,71270,USA,NA,Hernandez,Rosa,Medium
10342,40,100,2,6454.4,Shipped,4,11,2004,Classic Cars,141,S18_1129,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10356,43,97.6,8,4196.8,Shipped,4,12,2004,Classic Cars,141,S18_1129,+33 1 46 62 7555,Paris,,75508,France,EMEA,Da Cunha,Daniel,Medium
10365,30,87.06,1,2611.8,Shipped,1,1,2005,Classic Cars,141,S18_1129,5085559555,New Bedford,MA,50553,USA,NA,Tam,Wing C,Small
10377,35,100,2,5895.05,Shipped,1,2,2005,Classic Cars,141,S18_1129,90-224 8555,Helsinki,,21240,Finland,EMEA,Karttunen,Matti,Medium
10390,36,93.77,14,3375.72,Shipped,1,3,2005,Classic Cars,141,S18_1129,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10406,61,100,3,8374.69,Disputed,2,4,2005,Classic Cars,141,S18_1129,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Large
10419,38,100,5,4464.24,Shipped,2,5,2005,Classic Cars,141,S18_1129,6562-9555,Salzburg,,5020,Austria,EMEA,Pipps,Georg,Medium
10102,39,100,2,4808.31,Shipped,1,1,2003,Vintage Cars,102,S18_1342,2125551500,NYC,NY,10022,USA,NA,Frick,Michael,Medium
10111,33,99.66,6,3288.78,Shipped,1,3,2003,Vintage Cars,102,S18_1342,6505555787,San Francisco,CA,,USA,NA,Murphy,Julie,Medium
10125,32,100,1,3254.72,Shipped,2,5,2003,Vintage Cars,102,S18_1342,03 9520 4555,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter,Medium
10139,31,100,7,3184.94,Shipped,3,7,2003,Vintage Cars,102,S18_1342,+61 2 9495 8555,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian,Medium
10149,50,100,4,5907.5,Shipped,3,9,2003,Vintage Cars,102,S18_1342,4155554312,Brisbane,CA,94217,USA,NA,Taylor,Sue,Medium
10162,48,91.44,2,4389.12,Shipped,4,10,2003,Vintage Cars,102,S18_1342,6505551386,San Francisco,CA,,USA,NA,Brown,Julie,Medium
10173,43,100,6,5036.16,Shipped,4,11,2003,Vintage Cars,102,S18_1342,035-640555,Bergamo,,24100,Italy,EMEA,Rovelli,Giovanni,Medium
10182,25,87.33,3,2183.25,Shipped,4,11,2003,Vintage Cars,102,S18_1342,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Small
10193,28,100,7,3106.88,Shipped,4,11,2003,Vintage Cars,102,S18_1342,61-9-3844-6555,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean,Medium
10205,36,100,2,3735.72,Shipped,4,12,2003,Vintage Cars,102,S18_1342,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10215,27,89.38,10,2413.26,Shipped,1,1,2004,Vintage Cars,102,S18_1342,3105553722,Burbank,CA,94019,USA,NA,Thompson,Steve,Small
10227,25,100,3,2953.75,Shipped,1,3,2004,Vintage Cars,102,S18_1342,78.32.5555,Lyon,,69004,France,EMEA,Saveley,Mary,Small
10244,40,100,7,4684.8,Shipped,2,4,2004,Vintage Cars,102,S18_1342,(91) 555 94 44,Madrid,,28034,Spain,EMEA,Freyre,Diego,Medium
10256,34,95.55,2,3248.7,Shipped,2,6,2004,Vintage Cars,102,S18_1342,31 12 3555,Kobenhavn,,1734,Denmark,EMEA,Petersen,Jytte,Medium
10280,50,100,9,5239.5,Shipped,3,8,2004,Vintage Cars,102,S18_1342,011-4988555,Torino,,10100,Italy,EMEA,Accorti,Paolo,Medium
10289,38,100,2,4567.98,Shipped,3,9,2004,Vintage Cars,102,S18_1342,+47 2267 3215,Bergen,,N 5804,Norway,EMEA,Oeztan,Veysel,Medium
10304,37,95.55,13,3535.35,Shipped,4,10,2004,Vintage Cars,102,S18_1342,30.59.8555,Versailles,,78000,France,EMEA,Tonini,Daniel,Medium
10312,43,89.38,10,3843.34,Shipped,4,10,2004,Vintage Cars,102,S18_1342,4155551450,San Rafael,CA,97562,USA,NA,Nelson,Valarie,Medium
10322,43,86.3,14,3710.9,Shipped,4,11,2004,Vintage Cars,102,S18_1342,6035558647,Nashua,NH,62005,USA,NA,Young,Valarie,Medium
10332,46,95.13,15,4375.98,Shipped,4,11,2004,Vintage Cars,102,S18_1342,(171) 555-1555,Manchester,,EC2 5NT,UK,EMEA,Ashworth,Victoria,Medium
10346,42,36.11,3,1516.62,Shipped,4,11,2004,Vintage Cars,102,S18_1342,7025551838,Las Vegas,NV,83030,USA,NA,King,Sue,Small
10356,50,50.18,9,2509,Shipped,4,12,2004,Vintage Cars,102,S18_1342,+33 1 46 62 7555,Paris,,75508,France,EMEA,Da Cunha,Daniel,Small
10369,44,100,8,9240.44,Shipped,1,1,2005,Vintage Cars,102,S18_1342,6175558555,Brickhaven,MA,58339,USA,NA,Nelson,Allen,Large
